pinjaman_id,nasabah_id,produk_id,cabang_id,petugas_id,tanggal_akad,plafon,tenor_bulan,suku_bunga_tahunan,tujuan_penggunaan,status_pinjaman,is_batal,fk_nasabah_valid,fk_petugas_valid,ada_masalah_fk,total_kewajiban_x,total_realisasi_x,total_kewajiban_y,total_realisasi_y,total_kewajiban,total_realisasi,baki_debet,hari_tunggakan_terlama,kolektibilitas,kode_kolektibilitas,tanggal_lahir_x,umur_saat_akad,total_nilai_agunan,rasio_kredit_agunan,nik_terenkripsi,tanggal_lahir_y,jenis_kelamin,jenis_usaha,pendapatan_bulanan,lama_usaha_tahun,kota,provinsi,nik_terenkripsi_dim,tanggal_lahir,jenis_kelamin_dim,jenis_usaha_dim,pendapatan_bulanan_dim,lama_usaha_tahun_dim,kota_dim,provinsi_dim,nik_terenkripsi_dim,tanggal_lahir_dim,jenis_kelamin_dim,jenis_usaha_dim,pendapatan_bulanan_dim,lama_usaha_tahun_dim,kota_dim,provinsi_dim,nama_produk,segmen,plafon_min,plafon_maks,bunga_acuan_tahunan,nama_cabang,kota_cabang,provinsi_cabang,wilayah,tanggal_operasional,nama_petugas,cabang_id_petugas,tanggal_masuk,status_kepegawaian,tanggal,tahun,bulan,nama_bulan,kuartal,hari,hari_dalam_minggu,akhir_pekan,tanggal_waktu,tahun_waktu,bulan_waktu,nama_bulan_waktu,kuartal_waktu,hari_waktu,hari_dalam_minggu_waktu,akhir_pekan_waktu,nik_terenkripsi_nasabah,tanggal_lahir_nasabah,jenis_kelamin_nasabah,jenis_usaha_nasabah,pendapatan_bulanan_nasabah,lama_usaha_tahun_nasabah,kota_nasabah,provinsi_nasabah,nama_produk_produk,segmen_produk,plafon_min_produk,plafon_maks_produk,bunga_acuan_tahunan_produk,nama_produk_produk,segmen_produk,plafon_min_produk,plafon_maks_produk,bunga_acuan_tahunan_produk,nama_cabang_cabang,kota_cabang,provinsi_cabang,wilayah_cabang,tanggal_operasional_cabang,nama_petugas_petugas,cabang_id_petugas,tanggal_masuk_petugas,status_kepegawaian_petugas,is_npl
LN003082,NS001463,PRD04,CB20,PK004,2022-10-04,25500000.0,18,24.39,Investasi Alat,Lunas,False,True,True,False,34829190.0,34829190.0,34829190.0,34829190.0,34829190.0,34829190.0,0.0,24.0,Dalam Perhatian Khusus,2,1966-06-29,56.0,38800000.0,0.6572164948453608,NIK0001463,1966-06-29,P,Peternakan,,2.0,Surabaya,Jawa Timur,NIK0001463,1966-06-29,P,Peternakan,,2.0,Surabaya,Jawa Timur,NIK0001463,1966-06-29,P,Peternakan,,2.0,Surabaya,Jawa Timur,Pembiayaan Musiman Pertanian,Mikro,3000000,30000000,22.5,KC Sidoarjo,Sidoarjo,Jawa Timur,Wilayah II,2019-11-21,Citra Ningrum,CB05,2016-12-25,Kontrak,2022-10-04,2022.0,10.0,October,Q4,4.0,Tuesday,False,2022-10-04,2022.0,10.0,October,Q4,4.0,Tuesday,False,NIK0001463,1966-06-29,P,Peternakan,,2.0,Surabaya,Jawa Timur,Pembiayaan Musiman Pertanian,Mikro,3000000,30000000,22.5,Pembiayaan Musiman Pertanian,Mikro,3000000,30000000,22.5,KC Sidoarjo,Sidoarjo,Jawa Timur,Wilayah II,2019-11-21,Citra Ningrum,CB05,2016-12-25,Kontrak,0
LN003083,NS002390,PRD01,CB08,PK004,2023-04-24,7500000.0,12,24.72,Modal Kerja,Lunas,False,True,True,False,9354000.0,3897500.0,9354000.0,3897500.0,9354000.0,3897500.0,5456500.0,952.0,Macet,5,1967-10-25,55.0,17610000.0,0.42589437819420783,NIK0002390,1967-10-25,L,Laundry,5730000.0,15.0,Magelang,Jawa Tengah,NIK0002390,1967-10-25,L,Laundry,5730000.0,15.0,Magelang,Jawa Tengah,NIK0002390,1967-10-25,L,Laundry,5730000.0,15.0,Magelang,Jawa Tengah,Kredit Modal Kerja Mikro,Mikro,2000000,25000000,24.0,KC Jember,Jember,Jawa Timur,Wilayah III,2010-08-05,Citra Ningrum,CB05,2016-12-25,Kontrak,2023-04-24,2023.0,4.0,April,Q2,24.0,Monday,False,2023-04-24,2023.0,4.0,April,Q2,24.0,Monday,False,NIK0002390,1967-10-25,L,Laundry,5730000.0,15.0,Magelang,Jawa Tengah,Kredit Modal Kerja Mikro,Mikro,2000000,25000000,24.0,Kredit Modal Kerja Mikro,Mikro,2000000,25000000,24.0,KC Jember,Jember,Jawa Timur,Wilayah III,2010-08-05,Citra Ningrum,CB05,2016-12-25,Kontrak,1
LN003084,NS002498,PRD01,CB17,PK050,2022-07-18,12000000.0,6,22.12,Modal Kerja,Aktif,False,True,True,False,13327200.0,13327200.0,13327200.0,13327200.0,13327200.0,13327200.0,0.0,1231.0,Macet,5,1986-05-12,36.0,17660.0,679.5016987542468,NIK0002498,1986-05-12,P,Kuliner,5260000.0,1.0,Cirebon,Jawa Barat,NIK0002498,1986-05-12,P,Kuliner,5260000.0,1.0,Cirebon,Jawa Barat,NIK0002498,1986-05-12,P,Kuliner,5260000.0,1.0,Cirebon,Jawa Barat,Kredit Modal Kerja Mikro,Mikro,2000000,25000000,24.0,KC Parepare,Parepare,Sulawesi Selatan,Wilayah III,2016-01-14,Rendra Saputra,CB20,2021-02-13,Kontrak,2022-07-18,2022.0,7.0,July,Q3,18.0,Monday,False,2022-07-18,2022.0,7.0,July,Q3,18.0,Monday,False,NIK0002498,1986-05-12,P,Kuliner,5260000.0,1.0,Cirebon,Jawa Barat,Kredit Modal Kerja Mikro,Mikro,2000000,25000000,24.0,Kredit Modal Kerja Mikro,Mikro,2000000,25000000,24.0,KC Parepare,Parepare,Sulawesi Selatan,Wilayah III,2016-01-14,Rendra Saputra,CB20,2021-02-13,Kontrak,1
LN003085,NS002461,PRD02,CB20,PK087,2023-05-01,9500000.0,6,22.09,Renovasi Tempat Usaha,Lunas,False,True,True,False,10549272.0,8791060.0,10549272.0,8791060.0,10549272.0,8791060.0,1758212.0,944.0,Macet,5,1993-04-04,30.0,13160000.0,0.7218844984802432,NIK0002461,1993-04-04,L,Peternakan,16260000.0,21.0,Bandung,Jawa Barat,NIK0002461,1993-04-04,L,Peternakan,16260000.0,21.0,Bandung,Jawa Barat,NIK0002461,1993-04-04,L,Peternakan,16260000.0,21.0,Bandung,Jawa Barat,Kredit Investasi Mikro,Mikro,5000000,50000000,21.0,KC Sidoarjo,Sidoarjo,Jawa Timur,Wilayah II,2019-11-21,Rendra Saputra,CB11,2017-07-09,Tetap,2023-05-01,2023.0,5.0,May,Q2,1.0,Monday,False,2023-05-01,2023.0,5.0,May,Q2,1.0,Monday,False,NIK0002461,1993-04-04,L,Peternakan,16260000.0,21.0,Bandung,Jawa Barat,Kredit Investasi Mikro,Mikro,5000000,50000000,21.0,Kredit Investasi Mikro,Mikro,5000000,50000000,21.0,KC Sidoarjo,Sidoarjo,Jawa Timur,Wilayah II,2019-11-21,Rendra Saputra,CB11,2017-07-09,Tetap,1
LN003086,NS000385,PRD01,CB19,PK020,2025-06-04,20500000.0,18,23.53,Modal Kerja,Aktif,False,True,True,False,27735480.0,6163440.0,27735480.0,6163440.0,27735480.0,6163440.0,21572040.0,180.0,Diragukan,4,1997-09-26,27.0,,,NIK0000385,1997-09-26,P,Jasa Jahit,3050000.0,1.0,Kediri ,Jawa Timur,NIK0000385,1997-09-26,P,Jasa Jahit,3050000.0,1.0,Kediri ,Jawa Timur,NIK0000385,1997-09-26,P,Jasa Jahit,3050000.0,1.0,Kediri ,Jawa Timur,Kredit Modal Kerja Mikro,Mikro,2000000,25000000,24.0,KC Kudus,Kudus,Jawa Tengah,Wilayah I,2014-12-03,Kurnia Sandi,CB17,2018-08-17,Tetap,2025-06-04,2025.0,6.0,June,Q2,4.0,Wednesday,False,2025-06-04,2025.0,6.0,June,Q2,4.0,Wednesday,False,NIK0000385,1997-09-26,P,Jasa Jahit,3050000.0,1.0,Kediri ,Jawa Timur,Kredit Modal Kerja Mikro,Mikro,2000000,25000000,24.0,Kredit Modal Kerja Mikro,Mikro,2000000,25000000,24.0,KC Kudus,Kudus,Jawa Tengah,Wilayah I,2014-12-03,Kurnia Sandi,CB17,2018-08-17,Tetap,1
LN003087,NS000144,PRD02,CB04,PK059,2025-04-26,48000000.0,18,21.19,Modal Kerja,Lunas,False,True,True,False,63256806.0,24599869.0,63256806.0,24599869.0,63256806.0,24599869.0,38656937.0,219.0,Macet,5,1978-09-10,46.0,0.0,,NIK0000144,1978-09-10,P,Pedagang Pasar,3810000.0,15.0,Medan,Sumatera Utara,NIK0000144,1978-09-10,P,Pedagang Pasar,3810000.0,15.0,Medan,Sumatera Utara,NIK0000144,1978-09-10,P,Pedagang Pasar,3810000.0,15.0,Medan,Sumatera Utara,Kredit Investasi Mikro,Mikro,5000000,50000000,21.0,KC Malang,Malang,Jawa Timur,Wilayah I,2018-12-24,Ika Safitri,CB18,2023-05-02,Kontrak,2025-04-26,2025.0,4.0,April,Q2,26.0,Saturday,True,2025-04-26,2025.0,4.0,April,Q2,26.0,Saturday,True,NIK0000144,1978-09-10,P,Pedagang Pasar,3810000.0,15.0,Medan,Sumatera Utara,Kredit Investasi Mikro,Mikro,5000000,50000000,21.0,Kredit Investasi Mikro,Mikro,5000000,50000000,21.0,KC Malang,Malang,Jawa Timur,Wilayah I,2018-12-24,Ika Safitri,CB18,2023-05-02,Kontrak,1
LN003088,UNKNOWN,PRD03,CB09,PK005,2024-07-25,65500000.0,12,16.08,Modal Kerja,Aktif,False,False,True,True,76032396.0,63360330.0,76032396.0,63360330.0,76032396.0,63360330.0,12672066.0,371.0,Macet,5,,,,,,,,,,,,,Tidak Diketahui,,Tidak Diketahui,Tidak Diketahui,,,Tidak Diketahui,Tidak Diketahui,Tidak Diketahui,,Tidak Diketahui,Tidak Diketahui,,,Tidak Diketahui,Tidak Diketahui,Kredit Usaha Kecil,Kecil,25000000,200000000,18.0,KC Jember,Jember,Jawa Timur,Wilayah III,2014-07-05,Qonita Rahma,CB03,2021-05-19,Tetap,2024-07-25,2024.0,7.0,July,Q3,25.0,Thursday,False,2024-07-25,2024.0,7.0,July,Q3,25.0,Thursday,False,Tidak Diketahui,,Tidak Diketahui,Tidak Diketahui,,,Tidak Diketahui,Tidak Diketahui,Kredit Usaha Kecil,Kecil,25000000,200000000,18.0,Kredit Usaha Kecil,Kecil,25000000,200000000,18.0,KC Jember,Jember,Jawa Timur,Wilayah III,2014-07-05,Qonita Rahma,CB03,2021-05-19,Tetap,1
LN003089,NS002899,PRD01,CB02,PK101,2022-12-10,13000000.0,12,24.95,Pembelian Stok,Aktif,False,True,True,False,16243500.0,10829000.0,16243500.0,10829000.0,16243500.0,10829000.0,5414500.0,1086.0,Macet,5,1960-11-07,62.0,,,NIK0002899,1960-11-07,L,Jasa Jahit,2680000.0,7.0,Solo,Jawa Tengah,NIK0002899,1960-11-07,L,Jasa Jahit,2680000.0,7.0,Solo,Jawa Tengah,NIK0002899,1960-11-07,L,Jasa Jahit,2680000.0,7.0,Solo,Jawa Tengah,Kredit Modal Kerja Mikro,Mikro,2000000,25000000,24.0,KC Jember,Jember,Jawa Timur,Wilayah I,2013-02-19,Siti Aisyah,CB21,2023-03-04,Tetap,2022-12-10,2022.0,12.0,December,Q4,10.0,Saturday,True,2022-12-10,2022.0,12.0,December,Q4,10.0,Saturday,True,NIK0002899,1960-11-07,L,Jasa Jahit,2680000.0,7.0,Solo,Jawa Tengah,Kredit Modal Kerja Mikro,Mikro,2000000,25000000,24.0,Kredit Modal Kerja Mikro,Mikro,2000000,25000000,24.0,KC Jember,Jember,Jawa Timur,Wilayah I,2013-02-19,Siti Aisyah,CB21,2023-03-04,Tetap,1
LN003090,NS003262,PRD03,CB13,PK089,2023-09-16,64000000.0,12,18.44,Modal Kerja,Aktif,False,True,True,False,75801600.0,50534400.0,75801600.0,50534400.0,75801600.0,50534400.0,25267200.0,746.0,Macet,5,2002-07-26,21.0,,,NIK0000235,2002-07-26,P,Salon,3650000.0,18.0,Gresik,Jawa Timur,NIK0000235,2002-07-26,P,Salon,3650000.0,18.0,Gresik,Jawa Timur,NIK0000235,2002-07-26,P,Salon,3650000.0,18.0,Gresik,Jawa Timur,Kredit Usaha Kecil,Kecil,25000000,200000000,18.0,KC Denpasar,Denpasar,Bali,Wilayah II,2016-11-23,Bayu Firmansyah,CB01,2015-11-03,Tetap,2023-09-16,2023.0,9.0,September,Q3,16.0,Saturday,True,2023-09-16,2023.0,9.0,September,Q3,16.0,Saturday,True,NIK0000235,2002-07-26,P,Salon,3650000.0,18.0,Gresik,Jawa Timur,Kredit Usaha Kecil,Kecil,25000000,200000000,18.0,Kredit Usaha Kecil,Kecil,25000000,200000000,18.0,KC Denpasar,Denpasar,Bali,Wilayah II,2016-11-23,Bayu Firmansyah,CB01,2015-11-03,Tetap,1
LN003091,NS000419,PRD02,CB15,PK071,2023-05-30,16500000.0,18,22.45,Modal Kerja,Aktif,False,True,True,False,22056390.0,20831035.0,22056390.0,20831035.0,22056390.0,20831035.0,1225355.0,582.0,Macet,5,1983-05-05,40.0,25920000.0,0.6365740740740741,NIK0000419,1983-05-05,P,Perikanan,24590000.0,9.0,Jember,Jawa Timur,NIK0000419,1983-05-05,P,Perikanan,24590000.0,9.0,Jember,Jawa Timur,NIK0000419,1983-05-05,P,Perikanan,24590000.0,9.0,Jember,Jawa Timur,Kredit Investasi Mikro,Mikro,5000000,50000000,21.0,KC Makassar,Makassar,Sulawesi Selatan,Wilayah II,2021-12-12,Nurul Aini,CB14,2018-11-01,Tetap,2023-05-30,2023.0,5.0,May,Q2,30.0,Tuesday,False,2023-05-30,2023.0,5.0,May,Q2,30.0,Tuesday,False,NIK0000419,1983-05-05,P,Perikanan,24590000.0,9.0,Jember,Jawa Timur,Kredit Investasi Mikro,Mikro,5000000,50000000,21.0,Kredit Investasi Mikro,Mikro,5000000,50000000,21.0,KC Makassar,Makassar,Sulawesi Selatan,Wilayah II,2021-12-12,Nurul Aini,CB14,2018-11-01,Tetap,1
LN003092,NS002730,PRD01,CB19,PK081,2024-04-18,19000000.0,6,24.27,Modal Kerja,Aktif,False,True,True,False,21305652.0,21305652.0,21305652.0,21305652.0,21305652.0,21305652.0,0.0,12.0,Dalam Perhatian Khusus,2,1998-07-04,25.0,23910000.0,0.794646591384358,NIK0002730,1998-07-04,L,Pedagang Pasar,,6.0,Bogor,Jawa Barat,NIK0002730,1998-07-04,L,Pedagang Pasar,,6.0,Bogor,Jawa Barat,NIK0002730,1998-07-04,L,Pedagang Pasar,,6.0,Bogor,Jawa Barat,Kredit Modal Kerja Mikro,Mikro,2000000,25000000,24.0,KC Kudus,Kudus,Jawa Tengah,Wilayah I,2014-12-03,Prasetyo Adi,CB09,2022-03-27,Tetap,2024-04-18,2024.0,4.0,April,Q2,18.0,Thursday,False,2024-04-18,2024.0,4.0,April,Q2,18.0,Thursday,False,NIK0002730,1998-07-04,L,Pedagang Pasar,,6.0,Bogor,Jawa Barat,Kredit Modal Kerja Mikro,Mikro,2000000,25000000,24.0,Kredit Modal Kerja Mikro,Mikro,2000000,25000000,24.0,KC Kudus,Kudus,Jawa Tengah,Wilayah I,2014-12-03,Prasetyo Adi,CB09,2022-03-27,Tetap,0
LN003093,NS000980,PRD04,CB05,PK054,2024-11-09,19500000.0,12,21.94,Investasi Alat,Lunas,False,True,True,False,23778300.0,13870675.0,23778300.0,13870675.0,23778300.0,13870675.0,9907625.0,387.0,Macet,5,1975-05-09,49.0,0.0,,NIK0000980,1975-05-09,L,Kerajinan,6240000.0,14.0,Malang,Jawa Timur,NIK0000980,1975-05-09,L,Kerajinan,6240000.0,14.0,Malang,Jawa Timur,NIK0000980,1975-05-09,L,Kerajinan,6240000.0,14.0,Malang,Jawa Timur,Pembiayaan Musiman Pertanian,Mikro,3000000,30000000,22.5,KC Bogor,Bogor,Jawa Barat,Wilayah I,2016-05-19,Nurul Aini,CB07,2016-05-26,Tetap,2024-11-09,2024.0,11.0,November,Q4,9.0,Saturday,True,2024-11-09,2024.0,11.0,November,Q4,9.0,Saturday,True,NIK0000980,1975-05-09,L,Kerajinan,6240000.0,14.0,Malang,Jawa Timur,Pembiayaan Musiman Pertanian,Mikro,3000000,30000000,22.5,Pembiayaan Musiman Pertanian,Mikro,3000000,30000000,22.5,KC Bogor,Bogor,Jawa Barat,Wilayah I,2016-05-19,Nurul Aini,CB07,2016-05-26,Tetap,1
LN003094,NS002230,PRD04,CB05,PK059,2023-08-07,10500000.0,6,23.19,Renovasi Tempat Usaha,Aktif,False,True,True,False,11717478.0,11717478.0,11717478.0,11717478.0,11717478.0,11717478.0,0.0,11.0,Dalam Perhatian Khusus,2,1966-04-14,57.0,18870000.0,0.5564387917329093,NIK0002230,1966-04-14,P,Tidak Diketahui,6580000.0,5.0,Denpasar,Bali,NIK0002230,1966-04-14,P,Tidak Diketahui,6580000.0,5.0,Denpasar,Bali,NIK0002230,1966-04-14,P,Tidak Diketahui,6580000.0,5.0,Denpasar,Bali,Pembiayaan Musiman Pertanian,Mikro,3000000,30000000,22.5,KC Bogor,Bogor,Jawa Barat,Wilayah I,2016-05-19,Ika Safitri,CB18,2023-05-02,Kontrak,2023-08-07,2023.0,8.0,August,Q3,7.0,Monday,False,2023-08-07,2023.0,8.0,August,Q3,7.0,Monday,False,NIK0002230,1966-04-14,P,Tidak Diketahui,6580000.0,5.0,Denpasar,Bali,Pembiayaan Musiman Pertanian,Mikro,3000000,30000000,22.5,Pembiayaan Musiman Pertanian,Mikro,3000000,30000000,22.5,KC Bogor,Bogor,Jawa Barat,Wilayah I,2016-05-19,Ika Safitri,CB18,2023-05-02,Kontrak,0
LN003095,NS001720,PRD02,CB17,PK043,2025-06-19,29500000.0,12,21.68,Modal Kerja,Aktif,False,True,True,False,35895600.0,5982600.0,35895600.0,5982600.0,35895600.0,5982600.0,29913000.0,103.0,Kurang Lancar,3,1966-10-07,58.0,42950000.0,0.6868451688009313,NIK0001720,1966-10-07,P,Jasa Jahit,4650000.0,17.0,Jember,Jawa Timur,NIK0001720,1966-10-07,P,Jasa Jahit,4650000.0,17.0,Jember,Jawa Timur,NIK0001720,1966-10-07,P,Jasa Jahit,4650000.0,17.0,Jember,Jawa Timur,Kredit Investasi Mikro,Mikro,5000000,50000000,21.0,KC Parepare,Parepare,Sulawesi Selatan,Wilayah III,2016-01-14,Oscar Pratama,CB15,2022-12-24,Kontrak,2025-06-19,2025.0,6.0,June,Q2,19.0,Thursday,False,2025-06-19,2025.0,6.0,June,Q2,19.0,Thursday,False,NIK0001720,1966-10-07,P,Jasa Jahit,4650000.0,17.0,Jember,Jawa Timur,Kredit Investasi Mikro,Mikro,5000000,50000000,21.0,Kredit Investasi Mikro,Mikro,5000000,50000000,21.0,KC Parepare,Parepare,Sulawesi Selatan,Wilayah III,2016-01-14,Oscar Pratama,CB15,2022-12-24,Kontrak,1
LN003096,NS001454,PRD04,CB21,PK023,2024-11-09,27500000.0,6,21.83,Pembelian Stok,Lunas,False,True,True,False,30501624.0,20334416.0,30501624.0,20334416.0,30501624.0,20334416.0,10167208.0,387.0,Macet,5,1989-10-23,35.0,,,NIK0001454,1989-10-23,P,Kerajinan,4370000.0,12.0,Sidoarjo,Jawa Timur,NIK0001454,1989-10-23,P,Kerajinan,4370000.0,12.0,Sidoarjo,Jawa Timur,NIK0001454,1989-10-23,P,Kerajinan,4370000.0,12.0,Sidoarjo,Jawa Timur,Pembiayaan Musiman Pertanian,Mikro,3000000,30000000,22.5,KC Solo,Solo,Jawa Tengah,Wilayah II,2010-06-25,Fajar Nugraha,CB16,2021-11-03,Kontrak,2024-11-09,2024.0,11.0,November,Q4,9.0,Saturday,True,2024-11-09,2024.0,11.0,November,Q4,9.0,Saturday,True,NIK0001454,1989-10-23,P,Kerajinan,4370000.0,12.0,Sidoarjo,Jawa Timur,Pembiayaan Musiman Pertanian,Mikro,3000000,30000000,22.5,Pembiayaan Musiman Pertanian,Mikro,3000000,30000000,22.5,KC Solo,Solo,Jawa Tengah,Wilayah II,2010-06-25,Fajar Nugraha,CB16,2021-11-03,Kontrak,1
LN003097,NS001936,PRD01,CB03,PK075,2022-09-18,16000000.0,24,24.4,Modal Kerja,Restrukturisasi,False,True,True,False,23808000.0,15872000.0,23808000.0,15872000.0,23808000.0,15872000.0,7936000.0,1109.0,Macet,5,1966-04-16,56.0,35750000.0,0.44755244755244755,NIK0001936,1966-04-16,P,Warung Kelontong,4629500.0,11.0,Bogor,Jawa Barat,NIK0001936,1966-04-16,P,Warung Kelontong,4629500.0,11.0,Bogor,Jawa Barat,NIK0001936,1966-04-16,P,Warung Kelontong,4629500.0,11.0,Bogor,Jawa Barat,Kredit Modal Kerja Mikro,Mikro,2000000,25000000,24.0,KC Bandung,Bandung,Jawa Barat,Wilayah I,2016-03-25,Ika Safitri,CB09,2015-08-17,Tetap,2022-09-18,2022.0,9.0,September,Q3,18.0,Sunday,True,2022-09-18,2022.0,9.0,September,Q3,18.0,Sunday,True,NIK0001936,1966-04-16,P,Warung Kelontong,4629500.0,11.0,Bogor,Jawa Barat,Kredit Modal Kerja Mikro,Mikro,2000000,25000000,24.0,Kredit Modal Kerja Mikro,Mikro,2000000,25000000,24.0,KC Bandung,Bandung,Jawa Barat,Wilayah I,2016-03-25,Ika Safitri,CB09,2015-08-17,Tetap,1
LN003098,NS002786,PRD04,CB04,PK052,2023-11-12,11500000.0,36,22.27,Pembelian Stok,Restrukturisasi,False,True,True,False,19183140.0,9591570.0,19183140.0,9591570.0,19183140.0,9591570.0,9591570.0,659.0,Macet,5,1972-07-28,51.0,16130000.0,0.712957222566646,NIK0002786,1972-07-28,L,Jasa Jahit,3750000.0,20.0,Bogor,Jawa Barat,NIK0002786,1972-07-28,L,Jasa Jahit,3750000.0,20.0,Bogor,Jawa Barat,NIK0002786,1972-07-28,L,Jasa Jahit,3750000.0,20.0,Bogor,Jawa Barat,Pembiayaan Musiman Pertanian,Mikro,3000000,30000000,22.5,KC Malang,Malang,Jawa Timur,Wilayah I,2018-12-24,Prasetyo Adi,CB06,2018-07-18,Kontrak,2023-11-12,2023.0,11.0,November,Q4,12.0,Sunday,True,2023-11-12,2023.0,11.0,November,Q4,12.0,Sunday,True,NIK0002786,1972-07-28,L,Jasa Jahit,3750000.0,20.0,Bogor,Jawa Barat,Pembiayaan Musiman Pertanian,Mikro,3000000,30000000,22.5,Pembiayaan Musiman Pertanian,Mikro,3000000,30000000,22.5,KC Malang,Malang,Jawa Timur,Wilayah I,2018-12-24,Prasetyo Adi,CB06,2018-07-18,Kontrak,1
LN003099,NS001721,PRD05,CB05,PK057,2025-02-01,3000000.0,6,25.51,Renovasi Tempat Usaha,Lunas,False,True,True,False,3382650.0,2255100.0,3382650.0,2255100.0,3382650.0,2255100.0,1127550.0,305.0,Macet,5,1998-12-19,26.0,4000000.0,0.75,NIK0001721,1998-12-19,L,Perikanan,,7.0,Denpasar,Bali,NIK0001721,1998-12-19,L,Perikanan,,7.0,Denpasar,Bali,NIK0001721,1998-12-19,L,Perikanan,,7.0,Denpasar,Bali,Kredit Kelompok Tanggung Renteng,Ultra Mikro,1000000,10000000,27.0,KC Bogor,Bogor,Jawa Barat,Wilayah I,2016-05-19,Fajar Nugraha,CB06,2020-01-20,Kontrak,2025-02-01,2025.0,2.0,February,Q1,1.0,Saturday,True,2025-02-01,2025.0,2.0,February,Q1,1.0,Saturday,True,NIK0001721,1998-12-19,L,Perikanan,,7.0,Denpasar,Bali,Kredit Kelompok Tanggung Renteng,Ultra Mikro,1000000,10000000,27.0,Kredit Kelompok Tanggung Renteng,Ultra Mikro,1000000,10000000,27.0,KC Bogor,Bogor,Jawa Barat,Wilayah I,2016-05-19,Fajar Nugraha,CB06,2020-01-20,Kontrak,1
LN003100,NS001905,PRD05,CB17,PK103,2025-02-09,9500000.0,18,26.35,Renovasi Tempat Usaha,Macet,False,True,True,False,13254876.0,2209146.0,13254876.0,2209146.0,13254876.0,2209146.0,11045730.0,297.0,Macet,5,1961-06-13,63.0,,,NIK0001905,1961-06-13,L,Perikanan,1190040000.0,2.0,Bogor,Jawa Barat,NIK0001905,1961-06-13,L,Perikanan,1190040000.0,2.0,Bogor,Jawa Barat,NIK0001905,1961-06-13,L,Perikanan,1190040000.0,2.0,Bogor,Jawa Barat,Kredit Kelompok Tanggung Renteng,Ultra Mikro,1000000,10000000,27.0,KC Parepare,Parepare,Sulawesi Selatan,Wilayah III,2016-01-14,Bayu Firmansyah,CB10,2023-10-28,Kontrak,2025-02-09,2025.0,2.0,February,Q1,9.0,Sunday,True,2025-02-09,2025.0,2.0,February,Q1,9.0,Sunday,True,NIK0001905,1961-06-13,L,Perikanan,1190040000.0,2.0,Bogor,Jawa Barat,Kredit Kelompok Tanggung Renteng,Ultra Mikro,1000000,10000000,27.0,Kredit Kelompok Tanggung Renteng,Ultra Mikro,1000000,10000000,27.0,KC Parepare,Parepare,Sulawesi Selatan,Wilayah III,2016-01-14,Bayu Firmansyah,CB10,2023-10-28,Kontrak,1
LN003101,NS000097,PRD03,CB16,PK058,2023-07-04,76500000.0,24,18.66,Investasi Alat,Lunas,False,True,True,False,105049800.0,96295650.0,105049800.0,96295650.0,105049800.0,96295650.0,8754150.0,483.0,Macet,5,1965-01-19,58.0,,,NIK0000097,1965-01-19,P,Salon,2930000.0,7.0,Parepare,Sulawesi Selatan,NIK0000097,1965-01-19,P,Salon,2930000.0,7.0,Parepare,Sulawesi Selatan,NIK0000097,1965-01-19,P,Salon,2930000.0,7.0,Parepare,Sulawesi Selatan,Kredit Usaha Kecil,Kecil,25000000,200000000,18.0,KC Surabaya,Surabaya,Jawa Timur,Wilayah III,2017-08-15,Nurul Aini,CB11,2019-10-28,Tetap,2023-07-04,2023.0,7.0,July,Q3,4.0,Tuesday,False,2023-07-04,2023.0,7.0,July,Q3,4.0,Tuesday,False,NIK0000097,1965-01-19,P,Salon,2930000.0,7.0,Parepare,Sulawesi Selatan,Kredit Usaha Kecil,Kecil,25000000,200000000,18.0,Kredit Usaha Kecil,Kecil,25000000,200000000,18.0,KC Surabaya,Surabaya,Jawa Timur,Wilayah III,2017-08-15,Nurul Aini,CB11,2019-10-28,Tetap,1
LN003102,NS001357,PRD01,CB07,PK002,2023-12-05,13500000.0,6,25.75,Modal Kerja,Aktif,False,True,True,False,15238128.0,15238128.0,15238128.0,15238128.0,15238128.0,15238128.0,0.0,10.0,Dalam Perhatian Khusus,2,1962-06-12,61.0,,,NIK0001357,1962-06-12,L,Perikanan,5040000.0,4.0,Bogor ,Jawa Barat,NIK0001357,1962-06-12,L,Perikanan,5040000.0,4.0,Bogor ,Jawa Barat,NIK0001357,1962-06-12,L,Perikanan,5040000.0,4.0,Bogor ,Jawa Barat,Kredit Modal Kerja Mikro,Mikro,2000000,25000000,24.0,KC Solo,Solo,Jawa Tengah,Wilayah II,2017-03-11,Ika Safitri,CB12,2017-10-06,Tetap,2023-12-05,2023.0,12.0,December,Q4,5.0,Tuesday,False,2023-12-05,2023.0,12.0,December,Q4,5.0,Tuesday,False,NIK0001357,1962-06-12,L,Perikanan,5040000.0,4.0,Bogor ,Jawa Barat,Kredit Modal Kerja Mikro,Mikro,2000000,25000000,24.0,Kredit Modal Kerja Mikro,Mikro,2000000,25000000,24.0,KC Solo,Solo,Jawa Tengah,Wilayah II,2017-03-11,Ika Safitri,CB12,2017-10-06,Tetap,0
