nasabah_id,nik_terenkripsi,tanggal_lahir,jenis_kelamin,jenis_usaha,pendapatan_bulanan,lama_usaha_tahun,kota,provinsi
NS001887,NIK0001887,1991-04-07,P,Peternakan,4120000.0,8.0,Malang,Jawa Timur
NS001888,NIK0001888,1980-10-31,L,Salon,,14.0,Surabaya,Jawa Timur
NS001889,NIK0001889,1970-07-29,L,Pedagang Pasar,6910000.0,10.0,Pematangsiantar,Sumatera Utara
NS001890,NIK0001890,1964-07-02,P,Laundry,5980000.0,21.0,Pematangsiantar,Sumatera Utara
NS001891,NIK0001891,2001-06-07,P,Jasa Jahit,1960000.0,20.0,Makassar,Sulawesi Selatan
NS001892,NIK0001892,1999-12-04,P,Tidak Diketahui,8540000.0,11.0,Semarang,Jawa Tengah
NS001893,NIK0001893,2003-02-11,L,Toko Bangunan,2430000.0,18.0,Medan ,Sumatera Utara
NS001894,NIK0001894,1988-08-17,L,Pedagang Pasar,11320000.0,2.0,Bandung,Jawa Barat
NS001895,NIK0001895,1966-05-04,P,Tidak Diketahui,1680000.0,5.0,  Kediri,Jawa Timur
NS001896,NIK0001896,1965-09-17,P,Bengkel,4280000.0,19.0,Gresik,Jawa Timur
NS001897,NIK0001897,1976-05-08,L,Toko Bangunan,1850000.0,5.0,Pematangsiantar,Sumatera Utara
NS001898,NIK0001898,1988-10-07,P,Pedagang Pasar,9620000.0,20.0,Denpasar,Bali
NS001899,NIK0001899,1974-02-26,P,Pedagang Pasar,4480000.0,12.0,Solo,Jawa Tengah
NS001900,NIK0001900,2000-06-06,L,Pedagang Pasar,4540000.0,8.0,Magelang,Jawa Tengah
NS001901,NIK0001901,1966-02-04,P,Kerajinan,5670000.0,6.0,Malang,Jawa Timur
NS001902,NIK0001902,1984-11-21,P,Kuliner,2880000.0,11.0,sidoarjo,Jawa Timur
NS001903,NIK0001903,1991-01-11,L,Kuliner,4600000.0,16.0,Makassar,Sulawesi Selatan
NS001904,NIK0001904,2001-03-27,P,Toko Bangunan,3870000.0,11.0,Bekasi,Jawa Barat
NS001905,NIK0001905,1961-06-13,L,Perikanan,1190040000.0,2.0,Bogor,Jawa Barat
NS001906,NIK0001906,2001-10-07,L,Perikanan,,5.0,Kudus,Jawa Tengah
NS001907,NIK0001907,1980-05-28,L,Bengkel,,2.0,Makassar,Sulawesi Selatan
NS001908,NIK0001908,1999-02-01,P,Pertanian,3350000.0,16.0,BOGOR,Jawa Barat
NS001909,NIK0001909,1960-01-16,P,Pertanian,2930000.0,20.0,Bekasi,Jawa Barat
NS001910,NIK0001910,2002-04-29,P,Peternakan,,7.0,Magelang,Jawa Tengah
NS001911,NIK0001911,2001-02-21,P,Kuliner,697480000.0,15.0,Gresik,Jawa Timur
NS001912,NIK0001912,1990-05-24,L,Kerajinan,4630000.0,8.0,Parepare,Sulawesi Selatan
NS001913,NIK0001913,1997-03-21,L,Pertanian,3630000.0,3.0,Gresik,Jawa Timur
NS001914,NIK0001914,1964-04-08,P,Pertanian,4130000.0,1.0,Bandung,Jawa Barat
NS001915,NIK0001915,1963-10-11,L,Toko Bangunan,9900000.0,20.0,Malang,Jawa Timur
NS001916,NIK0001916,1993-11-24,L,Warung Kelontong,6350000.0,3.0,Kudus,Jawa Tengah
NS001917,NIK0001917,1986-05-01,P,Kuliner,8330000.0,8.0,Makassar,Sulawesi Selatan
NS001918,NIK0001918,1982-09-20,L,Kerajinan,3530000.0,12.0,Semarang,Jawa Tengah
NS001919,NIK0001919,1979-01-19,P,Pedagang Pasar,3280000.0,19.0,Solo,Jawa Tengah
NS001920,NIK0001920,1984-12-11,L,Kuliner,4360000.0,8.0,Pematangsiantar,Sumatera Utara
NS001921,NIK0001921,1964-09-10,P,Jasa Jahit,,16.0,Malang,Jawa Timur
NS001922,NIK0001922,1989-12-31,P,Toko Bangunan,10510000.0,6.0,Sidoarjo,Jawa Timur
NS001923,NIK0001923,1983-06-24,P,Laundry,12980000.0,1.0,Bekasi,Jawa Barat
NS001924,NIK0001924,1961-12-04,P,Kerajinan,2980000.0,17.0,Semarang,Jawa Tengah
NS001925,NIK0001925,1985-03-14,L,Warung Kelontong,4430000.0,10.0,Singaraja,Bali
NS001926,NIK0001926,1966-02-09,P,Toko Bangunan,1860000.0,12.0,makassar,Sulawesi Selatan
NS001927,NIK0001927,1977-06-16,L,Bengkel,3300000.0,1.0,Pematangsiantar,Sumatera Utara
NS001928,NIK0001928,1996-08-02,P,Toko Bangunan,,9.0,Kediri,Jawa Timur
NS001929,NIK0001929,2003-01-21,P,Warung Kelontong,,3.0,Gresik,Jawa Timur
NS001930,NIK0001930,1975-02-25,L,Warung Kelontong,,10.0,Magelang,Jawa Tengah
NS001931,NIK0001931,1974-12-02,P,Bengkel,,10.0,Solo,Jawa Tengah
NS001932,NIK0001932,1968-08-28,P,Bengkel,9380000.0,5.0,Gresik,Jawa Timur
NS001933,NIK0001933,1989-02-12,L,Pedagang Pasar,2110000.0,6.0,Cirebon,Jawa Barat
NS001934,NIK0001934,1999-02-13,P,Kerajinan,2870000.0,10.0,Parepare,Sulawesi Selatan
NS001935,NIK0001935,1984-01-13,P,Bengkel,8860000.0,4.0,Denpasar,Bali
NS001936,NIK0001936,1966-04-16,P,Warung Kelontong,4629500.0,11.0,Bogor,Jawa Barat
NS001937,NIK0001937,1996-05-23,P,Kuliner,4050000.0,15.0,Malang,Jawa Timur
NS001938,NIK0001938,1995-11-27,P,Toko Bangunan,,3.0,Bogor,Jawa Barat
NS001939,NIK0001939,1992-08-13,P,Toko Bangunan,,6.0,Pematangsiantar,Sumatera Utara
NS001940,NIK0001940,1987-03-11,P,Pedagang Pasar,5920000.0,13.0,Bogor,Jawa Barat
NS001941,NIK0001941,1986-01-06,L,Peternakan,3400000.0,19.0,Parepare,Sulawesi Selatan
NS001942,NIK0001942,1967-06-19,P,Jasa Jahit,4000000.0,11.0,Denpasar,Bali
NS001943,NIK0001943,1962-01-01,L,Tidak Diketahui,6980000.0,16.0,Pematangsiantar,Sumatera Utara
NS001944,NIK0001944,1990-04-28,L,Bengkel,4720000.0,7.0,Surabaya,Jawa Timur
NS001945,NIK0001945,1963-04-09,P,Laundry,3630000.0,6.0,Jember,Jawa Timur
NS001946,NIK0001946,2003-04-04,P,Warung Kelontong,,18.0,Solo,Jawa Tengah
NS001947,NIK0001947,1980-02-01,P,Jasa Jahit,3770000.0,6.0,Bogor,Jawa Barat
NS001948,NIK0001948,1989-09-30,P,Perikanan,5770000.0,21.0,Jember,Jawa Timur
NS001949,NIK0001949,1964-03-15,P,Jasa Jahit,,18.0,Jember,Jawa Timur
NS001950,NIK0001950,1968-12-24,L,Salon,3736500.0,12.0,Cirebon,Jawa Barat
NS001951,NIK0001951,1982-02-15,L,Tidak Diketahui,6690000.0,15.0,Pematangsiantar,Sumatera Utara
NS001952,NIK0001952,1987-12-06,P,Salon,1420000.0,17.0,  Denpasar,Bali
NS001953,NIK0001953,1982-10-27,P,Toko Bangunan,2260000.0,10.0,Pematangsiantar,Sumatera Utara
NS001954,NIK0001954,1969-03-29,P,Perikanan,4130000.0,11.0,Cirebon,Jawa Barat
NS001955,NIK0001955,2001-04-09,P,Tidak Diketahui,5000000.0,20.0,Magelang,Jawa Tengah
NS001956,NIK0001956,1972-09-10,L,Warung Kelontong,6840000.0,14.0,Surabaya,Jawa Timur
NS001957,NIK0001957,1982-09-30,L,Laundry,3580000.0,13.0,Kediri,Jawa Timur
NS001958,NIK0001958,1984-05-17,L,Jasa Jahit,2960000.0,9.0,Solo,Jawa Tengah
NS001959,NIK0001959,1969-11-06,L,Kerajinan,1940000.0,17.0,Makassar,Sulawesi Selatan
NS001960,NIK0001960,1974-05-12,P,LAINNYA,7470000.0,1.0,MAKASSAR,Sulawesi Selatan
NS001961,NIK0001961,1994-05-10,L,Jasa Jahit,7350000.0,1.0,BOGOR,Jawa Barat
NS001962,NIK0001962,1975-10-31,P,Laundry,2660000.0,9.0,Makassar,Sulawesi Selatan
NS001963,NIK0001963,1998-11-13,L,Toko Bangunan,4460000.0,18.0,Surabaya,Jawa Timur
NS001964,NIK0001964,1979-04-12,P,Pedagang Pasar,4230000.0,9.0,  Denpasar,Bali
NS001965,NIK0001965,1995-02-15,L,Kuliner,10370000.0,2.0,Medan,Sumatera Utara
NS001966,NIK0001966,1983-11-30,P,LAINNYA,2430000.0,5.0,Singaraja,Bali
NS001967,NIK0001967,1989-03-27,L,Toko Bangunan,3924500.0,14.0,Kediri,Jawa Timur
NS001968,NIK0001968,1974-05-14,L,Peternakan,4020000.0,8.0,Makassar,Sulawesi Selatan
NS001969,NIK0001969,1979-08-14,L,Pertanian,4660000.0,7.0,Pematangsiantar,Sumatera Utara
NS001970,NIK0001970,1963-01-22,P,Kuliner,11240000.0,1.0,Sidoarjo,Jawa Timur
NS001971,NIK0001971,1961-02-16,L,Bengkel,5450000.0,15.0,Magelang,Jawa Tengah
NS001972,NIK0001972,2003-02-01,L,Pertanian,7650000.0,12.0,Semarang,Jawa Tengah
NS001973,NIK0001973,1971-06-01,P,Warung Kelontong,9480000.0,14.0,Surabaya ,Jawa Timur
NS001974,NIK0001974,1998-04-04,P,Perikanan,8560000.0,16.0,Bogor,Jawa Barat
NS001975,NIK0001975,1980-06-13,L,Salon,4410000.0,13.0,Bandung,Jawa Barat
NS001976,NIK0001976,1976-06-26,P,Peternakan,3290000.0,12.0,Magelang,Jawa Tengah
NS001977,NIK0001977,1960-04-09,P,Kuliner,3390000.0,17.0,SIDOARJO,Jawa Timur
NS001978,NIK0001978,1963-03-20,P,Salon,5680000.0,11.0,  Denpasar,Bali
NS001979,NIK0001979,1984-09-10,L,Salon,23110000.0,7.0,Solo,Jawa Tengah
NS001980,NIK0001980,1977-06-05,P,Jasa Jahit,4230000.0,3.0,Kediri,Jawa Timur
NS001981,NIK0001981,1962-01-30,L,Salon,2120000.0,19.0,Jember,Jawa Timur
NS001982,NIK0001982,1996-12-25,P,Perikanan,3840000.0,6.0,Semarang,Jawa Tengah
NS001983,NIK0001983,1969-08-06,L,Pertanian,4170000.0,15.0,Gresik ,Jawa Timur
NS001984,NIK0001984,1970-09-11,P,Jasa Jahit,7160000.0,17.0,Kudus,Jawa Tengah
NS001985,NIK0001985,1964-05-25,P,Jasa Jahit,5200000.0,16.0,Bogor,Jawa Barat
NS001986,NIK0001986,1994-10-29,P,Jasa Jahit,1010000.0,6.0,Singaraja,Bali
NS001987,NIK0001987,1998-04-17,P,Pertanian,2790000.0,11.0,Medan,Sumatera Utara
NS001988,NIK0001988,1981-06-02,L,Toko Bangunan,10570000.0,11.0,Jember,Jawa Timur
NS001989,NIK0001989,1994-09-22,L,Kerajinan,9160000.0,3.0,Semarang,Jawa Tengah
NS001990,NIK0001990,1964-06-27,L,Warung Kelontong,,6.0,Semarang,Jawa Tengah
NS001991,NIK0001991,1961-05-10,P,Kerajinan,,1.0,Bandung,Jawa Barat
NS001992,NIK0001992,1974-02-28,L,Laundry,9610000.0,3.0,Pematangsiantar,Sumatera Utara
NS001993,NIK0001993,1999-04-04,P,Bengkel,8930000.0,19.0,Semarang,Jawa Tengah
NS001994,NIK0001994,1984-10-20,P,Pertanian,13900000.0,6.0,Jember,Jawa Timur
NS001995,NIK0001995,1993-03-17,P,Kuliner,3500000.0,3.0,Semarang,Jawa Tengah
NS001996,NIK0001996,1976-07-01,P,Bengkel,7180000.0,1.0,Malang,Jawa Timur
NS001997,NIK0001997,1974-08-05,P,Pertanian,,9.0,Kudus,Jawa Tengah
NS001998,NIK0001998,1971-07-10,L,Pertanian,5530000.0,6.0,Makassar,Sulawesi Selatan
NS001999,NIK0001999,1991-02-21,L,Laundry,2950000.0,18.0,Solo,Jawa Tengah
NS002000,NIK0002000,1986-04-23,P,Peternakan,6070000.0,12.0,Sidoarjo,Jawa Timur
NS002001,NIK0002001,1964-03-27,P,Salon,6560000.0,21.0,Semarang,Jawa Tengah
NS002002,NIK0002002,1985-05-08,P,Tidak Diketahui,2720000.0,10.0,Makassar,Sulawesi Selatan
NS002003,NIK0002003,1974-06-19,P,Perikanan,2900000.0,14.0,Gresik,Jawa Timur
NS002004,NIK0002004,1970-08-21,P,Kerajinan,5280000.0,13.0,Gresik,Jawa Timur
NS002005,NIK0002005,1974-04-22,P,Peternakan,3200000.0,2.0,Denpasar,Bali
NS002006,NIK0002006,1962-09-29,P,Warung Kelontong,8560000.0,21.0,MEDAN,Sumatera Utara
NS002007,NIK0002007,1980-05-10,L,Perikanan,4290000.0,3.0,Bogor ,Jawa Barat
NS002008,NIK0002008,1960-08-05,L,Salon,3090000.0,3.0,Semarang,Jawa Tengah
NS002009,NIK0002009,1978-10-19,P,Toko Bangunan,1190000.0,12.0,Singaraja,Bali
NS002010,NIK0002010,1975-10-18,P,Laundry,,10.0,Kudus,Jawa Tengah
NS002011,NIK0002011,1987-05-08,P,Salon,9680000.0,9.0,MEDAN,Sumatera Utara
NS002012,NIK0002012,1968-04-11,P,Peternakan,3280000.0,4.0,Jember,Jawa Timur
NS002013,NIK0002013,1992-05-21,L,Laundry,3820000.0,11.0,Surabaya,Jawa Timur
NS002014,NIK0002014,1972-05-20,P,Salon,2500000.0,20.0,Jember,Jawa Timur
NS002015,NIK0002015,1993-04-25,L,Perikanan,261.0,20.0,Solo,Jawa Tengah
NS002016,NIK0002016,1978-09-14,P,Bengkel,7280000.0,8.0,Jember,Jawa Timur
NS002017,NIK0002017,1983-03-14,P,Tidak Diketahui,,3.0,Jember,Jawa Timur
NS002018,NIK0002018,1984-06-25,L,Peternakan,3360000.0,16.0,Surabaya,Jawa Timur
NS002019,NIK0002019,1998-03-07,P,Pertanian,,21.0,Kudus,Jawa Tengah
NS002020,NIK0002020,1998-01-18,L,Perikanan,8620000.0,18.0,Sidoarjo,Jawa Timur
NS002021,NIK0002021,1980-02-27,L,Jasa Jahit,2740000.0,14.0,makassar,Sulawesi Selatan
NS002022,NIK0002022,1972-10-19,P,Laundry,5450000.0,19.0,Semarang,Jawa Tengah
NS002023,NIK0002023,1966-04-25,L,Pertanian,,15.0,Semarang,Jawa Tengah
NS002024,NIK0002024,1968-10-07,L,Kerajinan,3540000.0,3.0,Malang,Jawa Timur
NS002025,NIK0002025,1993-02-02,P,Toko Bangunan,3930000.0,9.0,Malang,Jawa Timur
NS002026,NIK0002026,1995-12-28,P,Toko Bangunan,3040000.0,16.0,Gresik,Jawa Timur
NS002027,NIK0002027,2001-05-30,L,Pedagang Pasar,2700000.0,7.0,PAREPARE,Sulawesi Selatan
NS002028,NIK0002028,1992-10-12,L,Kerajinan,938960000.0,13.0,Jember,Jawa Timur
NS002029,NIK0002029,1963-11-14,L,Warung Kelontong,3620000.0,11.0,Solo,Jawa Tengah
NS002030,NIK0002030,1992-10-31,P,Peternakan,3670000.0,6.0,Kediri,Jawa Timur
NS002031,NIK0002031,1981-10-22,P,Pedagang Pasar,3520000.0,13.0,Bekasi,Jawa Barat
NS002032,NIK0002032,1988-12-14,L,Warung Kelontong,9670000.0,9.0,Bekasi,Jawa Barat
NS002033,NIK0002033,1984-08-23,L,Jasa Jahit,3070000.0,15.0,Surabaya,Jawa Timur
NS002034,NIK0002034,1965-12-03,P,Kerajinan,2890000.0,12.0,Sidoarjo,Jawa Timur
NS002035,NIK0002035,1960-07-26,P,Kuliner,5030000.0,6.0,Bekasi,Jawa Barat
NS002036,NIK0002036,1982-04-17,L,Laundry,4350000.0,12.0,Malang,Jawa Timur
NS002037,NIK0002037,1983-04-26,L,Laundry,6060000.0,10.0,Bogor,Jawa Barat
NS002038,NIK0002038,1986-08-03,P,Peternakan,,12.0,Medan,Sumatera Utara
NS002039,NIK0002039,1986-01-21,P,Salon,2410000.0,1.0,Magelang,Jawa Tengah
NS002040,NIK0002040,1967-01-11,L,Kerajinan,2980000.0,8.0,Cirebon,Jawa Barat
NS002041,NIK0002041,1978-05-24,P,Pertanian,2430000.0,13.0,Cirebon,Jawa Barat
NS002042,NIK0002042,1991-01-16,P,Pedagang Pasar,1640000.0,17.0,Denpasar,Bali
NS002043,NIK0002043,1987-02-11,P,Laundry,2640000.0,20.0,Magelang,Jawa Tengah
NS002044,NIK0002044,1976-04-01,L,Pedagang Pasar,9640000.0,21.0,Pematangsiantar,Sumatera Utara
NS002045,NIK0002045,1968-12-15,P,Peternakan,5750000.0,20.0,Kudus,Jawa Tengah
NS002046,NIK0002046,1971-02-17,P,Tidak Diketahui,2340000.0,21.0,Parepare,Sulawesi Selatan
NS002047,NIK0002047,1972-09-30,P,Salon,5780000.0,14.0,Kediri,Jawa Timur
NS002048,NIK0002048,1982-02-28,P,Kerajinan,7050000.0,14.0,Solo ,Jawa Tengah
NS002049,NIK0002049,1980-12-21,P,Kerajinan,3030000.0,7.0,Malang,Jawa Timur
NS002050,NIK0002050,1967-08-23,P,Pedagang Pasar,5060000.0,18.0,Jember,Jawa Timur
NS002051,NIK0002051,2003-11-29,P,Bengkel,2290000.0,16.0,Gresik,Jawa Timur
NS002052,NIK0002052,1994-05-19,L,Laundry,8540000.0,4.0,Parepare,Sulawesi Selatan
NS002053,NIK0002053,1980-12-12,L,Kuliner,5930000.0,16.0,medan,Sumatera Utara
NS002054,NIK0002054,1972-06-19,L,Bengkel,,14.0,Kediri,Jawa Timur
NS002055,NIK0002055,1965-04-05,P,Kuliner,3060000.0,10.0,Malang,Jawa Timur
NS002056,NIK0002056,1968-11-20,P,Toko Bangunan,5580000.0,2.0,Singaraja,Bali
NS002057,NIK0002057,1996-04-19,L,Warung Kelontong,4100000.0,21.0,Bandung,Jawa Barat
NS002058,NIK0002058,1984-10-25,L,Salon,6740000.0,10.0,Bogor,Jawa Barat
NS002059,NIK0002059,1980-01-23,P,Perikanan,4880000.0,11.0,Malang,Jawa Timur
NS002060,NIK0002060,1968-09-17,L,Pedagang Pasar,3550000.0,3.0,Solo,Jawa Tengah
NS002061,NIK0002061,1981-09-07,L,Tidak Diketahui,3920000.0,3.0,Kudus,Jawa Tengah
NS002062,NIK0002062,1999-10-05,L,Toko Bangunan,2130000.0,17.0,Pematangsiantar,Sumatera Utara
NS002063,NIK0002063,1990-03-23,P,Pertanian,5030000.0,13.0,Pematangsiantar,Sumatera Utara
NS002064,NIK0002064,2000-04-04,L,Salon,3420000.0,20.0,Denpasar,Bali
NS002065,NIK0002065,1990-03-06,L,Laundry,6540000.0,12.0,Bandung,Jawa Barat
NS002066,NIK0002066,1968-01-04,L,Kuliner,13240000.0,8.0,Parepare,Sulawesi Selatan
NS002067,NIK0002067,1971-02-02,L,Perikanan,4100000.0,20.0,Surabaya,Jawa Timur
NS002068,NIK0002068,1966-08-07,L,Pedagang Pasar,2490000.0,14.0,Semarang,Jawa Tengah
NS002069,NIK0002069,1974-06-25,L,Perikanan,5810000.0,14.0,Surabaya,Jawa Timur
NS002070,NIK0002070,2001-02-03,L,Bengkel,3220000.0,8.0,Makassar,Sulawesi Selatan
NS002071,NIK0002071,1995-01-22,P,Perikanan,7230000.0,9.0,Malang,Jawa Timur
NS002072,NIK0002072,1983-11-15,L,Bengkel,5870000.0,15.0,Sidoarjo,Jawa Timur
NS002073,NIK0002073,1989-03-18,P,Kerajinan,2760000.0,17.0,Magelang,Jawa Tengah
NS002074,NIK0002074,1980-02-12,P,Salon,7490000.0,4.0,Solo,Jawa Tengah
NS002075,NIK0002075,1983-04-27,P,Laundry,3130000.0,15.0,Kediri,Jawa Timur
NS002076,NIK0002076,1986-06-15,L,Perikanan,9170000.0,2.0,Bogor,Jawa Barat
NS002077,NIK0002077,1971-02-27,P,Toko Bangunan,5360000.0,15.0,Malang,Jawa Timur
NS002078,NIK0002078,1976-12-22,P,Salon,2230000.0,17.0,denpasar,Bali
NS002079,NIK0002079,1989-11-03,L,Warung Kelontong,6368500.0,15.0,Sidoarjo,Jawa Timur
NS002080,NIK0002080,1985-05-17,P,Salon,5520000.0,19.0,Malang,Jawa Timur
NS002081,NIK0002081,1996-12-24,L,Toko Bangunan,2500000.0,4.0,Parepare,Sulawesi Selatan
NS002082,NIK0002082,1985-06-15,L,Salon,7300000.0,20.0,sidoarjo,Jawa Timur
NS002083,NIK0002083,1987-08-28,P,Perikanan,3410000.0,20.0,Malang,Jawa Timur
NS002084,NIK0002084,1996-03-06,P,Perikanan,1740000.0,18.0,Surabaya,Jawa Timur
NS002085,NIK0002085,1961-04-13,P,Warung Kelontong,3390000.0,13.0,Sidoarjo,Jawa Timur
NS002086,NIK0002086,1989-05-04,P,Toko Bangunan,3040000.0,13.0,Kediri,Jawa Timur
NS002087,NIK0002087,1963-11-03,L,Peternakan,6560000.0,5.0,Solo,Jawa Tengah
NS002088,NIK0002088,1999-01-31,L,Pedagang Pasar,3460000.0,9.0,Gresik,Jawa Timur
NS002089,NIK0002089,1964-02-08,L,Pedagang Pasar,3320000.0,2.0,Bogor,Jawa Barat
NS002090,NIK0002090,1973-01-31,P,Bengkel,7640000.0,5.0,Singaraja,Bali
NS002091,NIK0002091,2002-12-18,L,Toko Bangunan,6690000.0,8.0,Kudus,Jawa Tengah
NS002092,NIK0002092,1997-03-23,P,Salon,2770000.0,21.0,Magelang ,Jawa Tengah
NS002093,NIK0002093,1963-07-31,L,Kuliner,12220000.0,12.0,Bandung,Jawa Barat
NS002094,NIK0002094,1997-02-02,L,Kuliner,3184650000.0,10.0,Bekasi,Jawa Barat
NS002095,NIK0002095,1972-06-23,P,Peternakan,1540000.0,5.0,Solo,Jawa Tengah
NS002096,NIK0002096,1968-03-10,P,Peternakan,5340000.0,13.0,Gresik,Jawa Timur
NS002097,NIK0002097,1966-09-07,P,LAINNYA,1660000.0,21.0,Semarang,Jawa Tengah
NS002098,NIK0002098,1991-01-26,L,Laundry,3540000.0,3.0,Sidoarjo,Jawa Timur
NS002099,NIK0002099,2001-02-09,L,Warung Kelontong,3372250.0,2.0,Parepare,Sulawesi Selatan
NS002100,NIK0002100,1964-10-05,P,Kerajinan,3020000.0,16.0,Magelang,Jawa Tengah
NS002101,NIK0002101,2001-03-13,P,LAINNYA,3350000.0,19.0,Solo,Jawa Tengah
NS002102,NIK0002102,1991-07-20,L,Pedagang Pasar,321.0,4.0,Bandung,Jawa Barat
NS002103,NIK0002103,1999-04-24,L,Laundry,2930000.0,20.0,Kudus,Jawa Tengah
NS002104,NIK0002104,1993-05-08,P,Kuliner,3030000.0,21.0,Jember,Jawa Timur
NS002105,NIK0002105,1992-09-05,P,Laundry,3310000.0,19.0,BOGOR,Jawa Barat
NS002106,NIK0002106,1992-11-24,P,Peternakan,1860000.0,13.0,Makassar,Sulawesi Selatan
NS002107,NIK0002107,1988-01-17,P,Laundry,5070000.0,12.0,Surabaya,Jawa Timur
NS002108,NIK0002108,1987-01-31,L,Toko Bangunan,3620000.0,8.0,Kediri,Jawa Timur
NS002109,NIK0002109,1971-11-20,P,Laundry,4820000.0,4.0,Bandung,Jawa Barat
NS002110,NIK0002110,1973-12-02,L,Salon,4080000.0,1.0,Parepare,Sulawesi Selatan
NS002111,NIK0002111,1987-10-20,P,Jasa Jahit,3110000.0,13.0,Cirebon,Jawa Barat
NS002112,NIK0002112,1979-03-23,P,LAINNYA,3650000.0,13.0,Surabaya,Jawa Timur
NS002113,NIK0002113,1983-11-19,P,Laundry,9110000.0,3.0,Makassar,Sulawesi Selatan
NS002114,NIK0002114,1981-03-03,L,Kerajinan,9360000.0,19.0,Jember,Jawa Timur
NS002115,NIK0002115,1982-10-10,L,Jasa Jahit,3040000.0,9.0,Parepare,Sulawesi Selatan
NS002116,NIK0002116,1996-06-05,L,Warung Kelontong,4770000.0,1.0,Malang,Jawa Timur
NS002117,NIK0002117,1989-12-07,L,Peternakan,,15.0,Surabaya,Jawa Timur
NS002118,NIK0002118,1987-09-26,L,Laundry,,11.0,Sidoarjo,Jawa Timur
NS002119,NIK0002119,2000-02-20,P,Kerajinan,2650000.0,16.0,denpasar,Bali
NS002120,NIK0002120,1993-07-07,L,Salon,4720000.0,2.0,Bandung,Jawa Barat
NS002121,NIK0002121,1980-07-25,P,Perikanan,5460000.0,12.0,Semarang,Jawa Tengah
NS002122,NIK0002122,1968-09-29,L,Jasa Jahit,12640000.0,21.0,Semarang,Jawa Tengah
NS002123,NIK0002123,1975-08-16,L,Salon,,5.0,Jember,Jawa Timur
NS002124,NIK0002124,1985-08-30,P,Pedagang Pasar,2110000.0,9.0,Singaraja,Bali
NS002125,NIK0002125,1993-12-06,P,Peternakan,6740000.0,12.0,Sidoarjo,Jawa Timur
NS002126,NIK0002126,2000-11-20,P,Bengkel,1605800000.0,18.0,Surabaya,Jawa Timur
NS002127,NIK0002127,1989-10-19,P,Kuliner,2790000.0,10.0,Surabaya,Jawa Timur
NS002128,NIK0002128,1984-09-09,P,Pedagang Pasar,,11.0,Makassar,Sulawesi Selatan
NS002129,NIK0002129,1968-12-06,P,Kuliner,184.0,19.0,Parepare,Sulawesi Selatan
NS002130,NIK0002130,1984-09-23,L,Kuliner,7330000.0,3.0,Makassar,Sulawesi Selatan
NS002131,NIK0002131,1962-11-01,P,Perikanan,3320000.0,9.0,Kediri,Jawa Timur
NS002132,NIK0002132,1971-10-22,P,Kerajinan,7770000.0,17.0,Semarang,Jawa Tengah
NS002133,NIK0002133,2002-05-07,L,Pedagang Pasar,3970000.0,21.0,Bandung,Jawa Barat
NS002134,NIK0002134,1989-03-15,P,Tidak Diketahui,7150000.0,5.0,Malang,Jawa Timur
NS002135,NIK0002135,1961-05-18,P,Bengkel,4420000.0,16.0,Parepare,Sulawesi Selatan
NS002136,NIK0002136,1974-12-27,L,Pedagang Pasar,706860000.0,12.0,Surabaya,Jawa Timur
NS002137,NIK0002137,1989-03-21,P,Kerajinan,9590000.0,7.0,surabaya,Jawa Timur
NS002138,NIK0002138,2002-05-31,L,Kerajinan,2250000.0,11.0,Malang ,Jawa Timur
NS002139,NIK0002139,1969-04-19,L,Laundry,8950000.0,6.0,Magelang,Jawa Tengah
NS002140,NIK0002140,1961-09-29,L,Bengkel,5650000.0,2.0,Pematangsiantar,Sumatera Utara
NS002141,NIK0002141,1981-07-15,L,Peternakan,8800750.0,10.0,Kudus,Jawa Tengah
NS002142,NIK0002142,1963-03-08,L,Salon,6350000.0,13.0,Semarang,Jawa Tengah
NS002143,NIK0002143,1976-12-29,L,Kerajinan,2940000.0,7.0,Solo,Jawa Tengah
NS002144,NIK0002144,1995-05-22,L,Kerajinan,2910000.0,6.0,Makassar,Sulawesi Selatan
NS002145,NIK0002145,1982-01-15,P,Kuliner,3470000.0,1.0,Sidoarjo,Jawa Timur
NS002146,NIK0002146,1961-06-01,P,Tidak Diketahui,3020000.0,9.0,Singaraja,Bali
NS002147,NIK0002147,1964-04-23,P,Pertanian,5150000.0,20.0,Semarang,Jawa Tengah
NS002148,NIK0002148,1963-05-27,P,Perikanan,3800000.0,10.0,Pematangsiantar,Sumatera Utara
NS002149,NIK0002149,1983-03-27,P,Kerajinan,6760000.0,4.0,Sidoarjo,Jawa Timur
NS002150,NIK0002150,1976-05-24,P,Bengkel,,7.0,Jember,Jawa Timur
NS002151,NIK0002151,1985-07-23,L,Bengkel,,21.0,PAREPARE,Sulawesi Selatan
NS002152,NIK0002152,1972-09-26,L,Perikanan,2230000.0,19.0,Parepare,Sulawesi Selatan
NS002153,NIK0002153,2001-06-01,P,Toko Bangunan,7270000.0,15.0,Magelang,Jawa Tengah
NS002154,NIK0002154,1979-09-03,L,Peternakan,2730000.0,14.0,MEDAN,Sumatera Utara
NS002155,NIK0002155,1961-06-13,L,Toko Bangunan,3430000.0,9.0,Parepare,Sulawesi Selatan
NS002156,NIK0002156,1992-11-24,L,Laundry,5760000.0,5.0,Pematangsiantar,Sumatera Utara
NS002157,NIK0002157,1981-12-16,P,Warung Kelontong,2700000.0,13.0,Singaraja,Bali
